index,authors,title,publish_date,description,main_story,url
5737,[],Free online 'threat blocker' launched in Canada as successful COVID-19 scams multiply,2020-04-23,"As the number of successful pandemic-related scams continues to grow online, Canada's cyber spy agen...","As the number of successful pandemic-related scams continues to grow online, Canada's cyber spy agen...",https://www.cbc.ca/news/politics/free-cyber-blocker-cse-1.5542888
5738,"['Reporter', 'Cbc Toronto', 'Natalie Is A Storyteller Who Spent The Last Few Years In Montreal Cover...","The COVID-19 pandemic: What it is, who's at risk, and how you can protect yourself",2020-03-12,"Here's a breakdown of what COVID-19 is, who is most at risk of catching it, and most importantly, wh...","Now that the World Health Organization has declared the novel coronavirus outbreak a pandemic, shutt...",https://www.cbc.ca/news/canada/toronto/covid19-disease-outbreak-epidemic-illness-respiratory-1.54945...
5739,['Cbc News'],"Former military commanders offer ideas for keeping sane, healthy in COVID-19 lockdown",2020-04-05,"If you're feeling a confined because the coronvirus lockdown, two former military commanders says so...",Are you climbing the walls yet? Living and working in the same space with family in ever-present pro...,https://www.cbc.ca/news/politics/covid19-family-lessons-1.5522207
5740,[],Publishing house looking for stories written during COVID-19 pandemic,2020-04-19,"Muskeg Press, based in Prince Rupert, B.C., has put out a call for submissions from writers to be co...",A publishing house in northern B.C. is hoping the extra time people have while isolating at home wil...,https://www.cbc.ca/news/canada/british-columbia/muskeg-press-covid-19-book-1.5533412
5741,['Cbc News'],Get informed on the top stories of the day in one quick scan,2020-01-28,"In today's Morning Brief, we look at Erin O'Toole's positioning in the Conservative Party leadership...",Good morning! This is our daily news roundup with everything you need to know in one concise read. S...,https://www.cbc.ca/news/morning-brief-january-28-2020-1.5442694
5742,[],Petitions demand UBC suspend regular classes over COVID-19 spread,2020-03-12,"The university says it's preparing to potentially move classes online, but it's business as usual fo...",Two petitions circulating online are pleading with the University of British Columbia to protect the...,https://www.cbc.ca/news/canada/british-columbia/covid-19-ubc-petitions-1.5494723
5743,['Cbc News'],Halifax businessman working to get medical supplies to Wuhan,2020-02-14,"Bill Bu, a graduate of Wuhan University who now lives in Halifax, says his family in China is in the...","A Halifax businessman is working to get medical supplies to doctors and nurses in Wuhan, the epicent...",https://www.cbc.ca/news/canada/nova-scotia/family-of-halifax-business-man-in-coronavirus-epicentre-1...
5744,[],Police charge Calgarian who intentionally licked hands before touching pharmacy items,2020-04-16,Calgary police say seven people have been issued a summons under the Public Health Act or slapped wi...,Calgary police say seven people have been issued a summons under the Public Health Act or slapped wi...,https://www.cbc.ca/news/canada/calgary/police-covid-1.5533987
5745,['Cbc News'],"B.C. faith leaders urged to limit physical contact, host smaller congregations",2020-03-12,"No sweeping bans of large gatherings, but province discourages events with 1,000 people or more.","The B.C. government is urging faith leaders to limit the size of congregations to less than 1,000 pe...",https://www.cbc.ca/news/canada/british-columbia/b-c-faith-leaders-urged-to-limit-physical-contact-ho...
5746,[],Fear inside Northwood as COVID-19 death count climbs,2020-04-23,A 90-year-old Halifax man who lives at the centre of Nova Scotia's COVID-19 outbreak is watching as ...,A 90-year-old Halifax man who lives at the centre of Nova Scotia's COVID-19 outbreak is watching nei...,https://www.cbc.ca/news/canada/nova-scotia/bill-mont-northwood-tenant-covid-19-deaths-fear-spread-1....
5747,[],P.E.I. fairs face 'some uncertainty' they'll get go-ahead to open,2020-04-23,The P.E.I. Association of Exhibitions says it plans to meet with the province at the end of April to...,The P.E.I. Association of Exhibitions (PEIAE) says it's not sure whether Island fairs and festivals ...,https://www.cbc.ca/news/canada/prince-edward-island/pei-summer-fairs-exhibitions-covid-19-2020-1.554...
5748,['Cbc News'],Saskatchewan COVID-19 recoveries continue to outpace active cases,2020-04-12,"Tracy Zambory, president of Saskatchewan’s Union of Nurses, said the guidelines are welcomed by Sask...","Saskatchewan has now had 298 cases of COVID-19 with nine new cases reported Sunday, seven of which a...",https://www.cbc.ca/news/canada/saskatoon/covid-19-update-april-12-1.5530428
5749,[],Thousands sign petition asking that travel to Vancouver Island be restricted,2020-04-12,Thousands have signed an online petition asking that access to Vancouver Island via BC Ferries be re...,Thousands have signed an online petition asking that access to Vancouver Island via BC Ferries be re...,https://www.cbc.ca/news/canada/british-columbia/thousands-sign-petition-asking-that-travel-to-vancou...
5750,['Cbc News'],City of Thunder Bay declares state of emergency due to COVID-19,2020-04-23,Mayor Bill Mauro has declared a state of emergency in response to the COVID-19 pandemic. The declara...,"Mayor Bill Mauro has declared a state of emergency for the city of Thunder Bay, in response to the C...",https://www.cbc.ca/news/canada/thunder-bay/thunder-bay-state-of-emergency-covid-19-1.5542867
5751,['The Canadian Press'],2 ticketed in Delta for allegedly reselling masks at inflated prices,2020-04-04,"Police in Delta, B.C., say it was ""troubling'' to catch two people this week allegedly reselling box...","Police in Delta, B.C., say it was ""troubling'' to catch two people this week allegedly reselling box...",https://www.cbc.ca/news/canada/british-columbia/2-ticketed-in-delta-for-allegedly-reselling-masks-at...
5752,['Cbc News'],"Thunder Bay District Health Unit confirms 2 news cases of COVD-19, bringing total to 25",2020-04-10,The Thunder Bay District Health Unit (TBDHU) has confirmed two additional cases of COVID-19 in the T...,The Thunder Bay District Health Unit (TBDHU) on Friday confirmed two additional cases of COVID-19 in...,https://www.cbc.ca/news/canada/thunder-bay/thunder-bay-new-covid-19-1.5529338
5753,"['Reporter Editor', 'Born', 'Raised In Thunder Bay', 'Jeff Is Proud To Work In His Hometown', 'As We...","2 new cases of COVID-19 confirmed in Red Lake, Ont.",2020-04-06,The Northwestern Health Unit (NWHU) confirmed Monday that two cases of COVID-19 have been found in R...,The Northwestern Health Unit (NWHU) confirmed Monday that two cases of COVID-19 have been found in R...,https://www.cbc.ca/news/canada/thunder-bay/red-lake-covid-cases-1.5523272
5754,['Cbc News'],"McDonald's employee tests positive for COVID-19, shuttering Dougall Avenue location",2020-04-10,"An employee a a Windsor, Ont. McDonald's location has tested positive for COVID-19.","An employee at a Windsor, Ont. McDonald's location has tested positive for COVID-19. According to th...",https://www.cbc.ca/news/canada/windsor/dougall-mcdonalds-employee-covid-19-1.5529254
5755,"['Digital Reporter', 'Sam Juric Is A Digital Reporter With Cbc P.E.I.', 'Can Be Reached At Samantha....",8 of 22 of COVID-19 cases on P.E.I. considered recovered,2020-04-06,"Eight of the 22 COVID-19 cases on P.E.I. are considered recovered, said Dr. Heather Morrison, P.E.I....","Eight of the 22 COVID-19 cases on P.E.I. are considered recovered, said Dr. Heather Morrison, P.E.I....",https://www.cbc.ca/news/canada/prince-edward-island/pei-monday-april-6-briefing-1.5523201
5756,['Cbc News'],Recycling is back on track: St. John's to resume curbside pickups,2020-04-16,Roughly a month after the City of St. John's stopped curbside recycling as part of its COVID-19 meas...,Roughly one month after the City of St. John's stopped curbside recycling as part of its COVID-19 me...,https://www.cbc.ca/news/canada/newfoundland-labrador/curbside-recycling-st-johns-1.5534090
5757,['Cbc News'],"N.B. COVID-19 roundup: Province sees 1 new case, recoveries reach 60",2020-04-10,"New Brunswick has one new case of COVID-19, bringing the total to 112, the province said Friday.","New Brunswick has one new case of COVID-19, bringing the total to 112, the provincial government sai...",https://www.cbc.ca/news/canada/new-brunswick/new-brunswick-covid-19-cases-1.5529222
5758,['Cbc News'],"3 new COVID-19 cases, as N.L. heads into long weekend",2020-04-10,"There are no in-person daily updates until Monday, as Premier Dwight Ball said people need to take a...","There are three new cases of COVID-19 in Newfoundland and Labrador, according to the latest informat...",https://www.cbc.ca/news/canada/newfoundland-labrador/newfoundland-labrador-covid-april-10-1.5529148
5759,[],"Isolation centres set to open as Manitoba announces 12 new cases of COVID-19, bringing total to 194",2020-04-04,Isolation centres are being set up in the province for people who have been directed to self-isolate...,"As the number of identified COVID-19 cases in Manitoba continues to climb, a Winnipeg hotel is set t...",https://www.cbc.ca/news/canada/manitoba/manitoba-covid-19-update-april-4-1.5521998
5760,[],Manitoba courts preparing for partial shutdown,2020-03-16,All three levels of of Manitoba's court system will be impacted by COVID-19 related measures announc...,All of three levels of Manitoba's court system are being impacted by measures to contain the spread ...,https://www.cbc.ca/news/canada/manitoba/manitoba-courts-cancelling-tuesday-only-1.5499556
5761,[],Community officials respond to first COVID-19 case in Sioux Lookout,2020-04-06,Sioux Lookout municipal officials and health centre staff say they have been preparing to handle COV...,Sioux Lookout municipal officials and health centre staff say they have been preparing to handle COV...,https://www.cbc.ca/news/canada/thunder-bay/community-officials-first-covid-19-case-sioux-lookout-1.5...
5762,['Cbc News'],Car insurer Allstate offering customers 15% discounts during COVID-19 lockdown,2020-04-06,Insurance company Allstate is offering its U.S. customers a 15 per cent discount on their bills for ...,Insurance company Allstate is offering its U.S. customers a 15 per cent discount on their bills for ...,https://www.cbc.ca/news/business/allstate-car-insurance-pandemic-1.5523118
5763,"['Rafferty Baker Is A Video Journalist With Cbc News', 'Based In Vancouver. You Can Find His Stories...",Vancouver Aquarium gets $600K in donations — enough for 2.5 weeks of animal care,2020-04-24,"The Vancouver Aquarium says it has received about $600,000 dollars in donations from the public — mo...",The Vancouver Aquarium has received a flood of support from the public since it announced its precar...,https://www.cbc.ca/news/canada/british-columbia/aquarium-donations-covid-19-1.5543207
